created_at,full_text,username
Tue Feb 13 23:18:35 +0000 2024,Terinspirasi banget sama Mas Ganjar-Prof Mahfud di Kampany3 Akbar Kalian keren abis. Ganjar Pranowo terbukti mensejahterakan @waungggaja #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/J2pAG40Jzh,giovanyyf
Tue Feb 13 23:18:34 +0000 2024,Fuck PDIP hidup GANJAR https://t.co/d1MQAGnLwH,Fuzui_jamrd
Tue Feb 13 23:18:29 +0000 2024,@eradotid Ganjar mahfud luar biasa bakalan menang ini mah,Arfnnnnn84406
Tue Feb 13 23:18:28 +0000 2024,@ganjarpranowo Pemimpin yaang baik pasti selalu dicintai rakyatnya. Semangat pak Ganjar,kenziputri526
Tue Feb 13 23:18:19 +0000 2024,Suara hati masyarakat Solo menggema menyuarakan harapan besar pada kepemimpinan Ganjar-Mahfud . Ganjar Pranowo hanya yang terbaik untuk rakyat @adzabrinly #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/HboXH2UA3G,jntarntiii
Tue Feb 13 23:18:19 +0000 2024,Listrik Gratis dan RTLH mencerminkan keberpihakan kepada warga miskin pilih Mas Ganjar-Prof Mahfud untuk kesejahteraan lebih baik @xdeusmachina #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/JojqRg6nXM,EuisSulisn14
Tue Feb 13 23:18:07 +0000 2024,@BANGSAygSUJUD Setianya sama Abah Anies tp bisa kok berpaling kalo sudah mmg dinyatakan gagal putaran pertama ganjar bsa jd option kayanya https://t.co/UFO5x15abh,FebriniKyla
Tue Feb 13 23:18:04 +0000 2024,@kumparan Apabila pak Anies kalah putaran pertama lebih baik pilih Ganjar daripada 02 https://t.co/MmkFJAwohP,Indah_ha950
Tue Feb 13 23:17:59 +0000 2024,@liputan6dotcom Mari sama kita menangkan pak anies. namun apabila kalah kita cuss ke pak ganjar di pemutaran kedua jangan ke PS yg terpenting. https://t.co/DVZ73BQHsa,Aisyahsiddiq_
Tue Feb 13 23:17:54 +0000 2024,Ganjar-Mahfud jadi panutan baru di dalam dan luar negeri Asyik. Bersama Ganjar kita sejahtera @DenafaSehun #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/GamdGDJEXh,flnhptriii
Tue Feb 13 23:17:40 +0000 2024,Ayo kejar mimpi kita bersama. Bersama Ganjar kita sejahtera @mondsieur #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/oHk6KQNoY6,ReskiAd9
Tue Feb 13 23:17:36 +0000 2024, Ganjar itu bagus kinerjanya tapi percuma juga klo masih dibawah naungan Megawati (PDIP). ~Kata keluargaku dan teman2ku yg memilih 02 ,hisyamart
Tue Feb 13 23:17:30 +0000 2024,Assalamualaikum alhamdulilah pagi ini masih diberikan kesehatan tuk beribadah mendoakan kesehatan kebahagiaan kel &amp;anak cucu serta saudara2 ku setanah air alhamdulilah pada hari ini Rabu 14 Feb 2024 akan tercatat dlm sejarah anak purna Polri Ganjar Pranowo presiden thn 2024,bowodoel
Tue Feb 13 23:17:15 +0000 2024,@ganjarpranowo Klw ada yang murah dan enak kenapa harus yang mahal ya pa. Mantap nih pa Ganjar mau nya yang sederhana aja ,LSapp55277
Tue Feb 13 23:17:15 +0000 2024,Kampany3 Akbar jadi momentum keren Mas Ganjar-Prof Mahfud berhasil banget bikin kita semangat. Ganjar Pranowo hanya yang terbaik untuk rakyat @vvisaja #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cS01LNi7S7,auroraaasha
Tue Feb 13 23:17:12 +0000 2024,Masyarakat D3sa merasakan manfaat nyata dengan adanya Pusk3smas di setiap D3sa menjadikan Ms Ganjar sebagai pelopor K3sehatan masyarakat @Y_d_Kr #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/ZBwKDidl7t,HandayaniR_
Tue Feb 13 23:15:20 +0000 2024,Ganjar-Mahfud menjaga persatuan dan kesatuan tanah air. Ganjar Pranowo terbukti mensejahterakan @dikaokama_ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/U64x7YaCww,krniawanslimmm
Tue Feb 13 23:15:16 +0000 2024,Jangan biarkan kecurangan merusak proses demokrasi mari kita kawal TPS dengan baik . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @cleocind #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/buRM0hWSt2,YAvesani10
Tue Feb 13 23:15:15 +0000 2024,@liputan6dotcom Pilih nomor dua kalian ? rugii dongg. pilih satu dong pak anies yg benar terbaik. boleh ke pak ganjar kalo pak anies kalah dulu ygy. https://t.co/7SQA0vxTeP,Aghniaghiani
Tue Feb 13 23:14:59 +0000 2024,Terobosan Ganjar-Mahfud 1 D3sa-1 Pusk3smas menjadi pilar K3sehatan masyarakat di era modern @yubikio #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/kwHODUt6Z7,DianSalsa88
Tue Feb 13 23:14:50 +0000 2024,@ganjarpranowo all in Ganjar Mahfud selawase ,muhram111
Tue Feb 13 23:14:49 +0000 2024,@rony_JC @bibilbap Kayaknya Pak Ganjar bisa tu lawan Alam coba tanya aja Alam takut sm Ganjar soalnya,nakaharadz
Tue Feb 13 23:14:23 +0000 2024,@liputan6dotcom Jangan sampai 02 menang. kita tumbangkan mereka. kalo amin kalah gpp yg penting kita dukung pak ganjar setelahnya yah. https://t.co/6rqNPcpjlw,AnnisaSalsa1__
Tue Feb 13 23:14:10 +0000 2024,Janji Mas Ganjar-Prof Mahfud di konser bener-bener ngena di hati kita. Bersama Ganjar kita sejahtera @vvreisa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/nJ18kvNvUD,chelseabelleryy
Tue Feb 13 23:12:48 +0000 2024,Janji Mas Ganjar disambut sorak-sorai. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @wawa14_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/WZ2zBdUf1T,dareendhy
Tue Feb 13 23:12:36 +0000 2024,Ganjar-Mahfud bergerak cepat demi kemajuan bangsa. Ganjar Pranowo terbukti lebih baik @dominicurrr #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/AbaJKwNJ0H,PutKandafi2
Tue Feb 13 23:12:36 +0000 2024,@firzahusainInc Kemarin serang Jokowi dan keluarga habis2an sekarang ngajak pilih Ganjar dah tau pendukung Jokowi banyak..,ArmiSatria8
Tue Feb 13 23:12:35 +0000 2024,Jangan biarin ada yang nekad ngelanggar aturan ya . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @Bayu_nirwna #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cS0kisAnRZ,EkaFitr1a
Tue Feb 13 23:12:30 +0000 2024,Mas Ganjar Mahfud melalui keterbukaannya menciptakan iklim di mana masyarakat merasa terlibat dalam pembuatan kebijakan. @permatabilaa #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/cTbzXisUNP,hanaaul46622814
Tue Feb 13 23:12:30 +0000 2024,@SeriDianawati @WagimanDeep212_ . . Orang cerdas pasti pilih Ganjar Mahfud.... ,OpaJoe_de_Queen
Tue Feb 13 23:12:20 +0000 2024,Jangan lupa coblos 03! Ganjar Mahfud menang! #GanjarMahfud2024 https://t.co/BGPQLR6E78,Thena_Canya
Tue Feb 13 23:12:20 +0000 2024,Segera tentukan pilihanmu dan Vot3 Love untuk Ganjar - Mahfud . Tiga Kali Lebih Sejahtera Indonesia Jaya! @zaraabigai88023 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/4oZgZmtGIo,AnandaaAjeng
Tue Feb 13 23:12:11 +0000 2024,Berilah hak yang sama pada semua guru . Bersama Ganjar kita sejahtera @eyesofnass #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/liy1paFIh6,dewirhmwt9_
Tue Feb 13 23:11:59 +0000 2024,Ayo jadikan Mas Ganjar dan Pak Mahfud sebagai pilihan utama dengan memberikan Vot3 Lov3. Bersama Ganjar kita sejahtera @jaelovespring #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/CL8dzQo4F3,kuusumaadi
Tue Feb 13 23:11:56 +0000 2024,@kumparan Emang paling bener dari dulu dukung Ganjar-Mahfud aja,liaanaja
Tue Feb 13 23:11:48 +0000 2024,@KompasTV Doa terbaik untuk pak Ganjar Mahfud ,arsyaSatri72324
Tue Feb 13 23:11:37 +0000 2024,Mas Ganjar-Prof Mahfud pimpin Jateng menuju kes3jahteraan sosial yang nyata @_hanj17 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/LbDVX481U9,AyuSari36_
Tue Feb 13 23:11:33 +0000 2024,Anies &amp; Ganjar Teman Lama Di UGM Anies Ketua Senat Mahasiswa https://t.co/eVTdLmHyeu,cobeh2022
Tue Feb 13 23:11:31 +0000 2024,Iya setuju. Kalo ga pak Ganjar ya pilih saja AMIN. OK,akhmadsoderi2
Tue Feb 13 23:11:18 +0000 2024,Ganjar-Mahfud siap membawa semangat baru dalam kepemimpinan. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @DubsKimdotcom #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/Sq75OZk58m,ksm4watiii
Tue Feb 13 23:11:04 +0000 2024,Bersama Ganjar - Mahfud mari kita buktikan bahwa anak muda memiliki suara yang kuat dengan memberikan suara Vot3 Love . Ganjar Pranowo terbukti lebih baik @zizierck #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/h24bXG1KJc,DavinPriangga
Tue Feb 13 23:11:03 +0000 2024,Coblos nomor 3 untuk Ganjar-Mahfud adalah langkah bijak kita untuk memilih pemimpin yang tepat . Bersama Ganjar kita sejahtera @jonatnanhizkia #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/ocwdPuxeAY,rayhanvelano_
Tue Feb 13 23:10:57 +0000 2024,@morlasuryani @Bull_winner Apa iya netral?? Coba jawab pertanyaan ini kalo memang bener netral. Kalo yg nomer 1 memang berita gibran di gandeng anis abu abu bener apa nggaknya tpi kalo ganjar iya rill faktanya https://t.co/47ihLNetzr,deeestory
Tue Feb 13 23:10:52 +0000 2024,Kampany3 Akbar bikin kita ngerasa punya pemimpin yang bener-bener representatif rakyat kecil. Ganjar Pranowo terbukti mensejahterakan @vvvtwo #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/quGBoRYAO1,cherlydenta
Tue Feb 13 23:10:34 +0000 2024,@sunshinerara711 Ganjar aja jangan yg lain,suryaburki86
Tue Feb 13 23:10:23 +0000 2024,Tunjukkan bahwa kita mempercayai Ganjar - Mahfud dengan memberikan suara Vot3 Love. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @PentiwP #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/iqRHXQb0ce,dhitaptrri_
Tue Feb 13 23:10:13 +0000 2024,Dengan semangat kebersamaan kita pasti bisa menjaga integritas pemilu . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @cleodyx #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/huIO8MgmGR,MiaNursali8
Tue Feb 13 23:10:10 +0000 2024,@ganjarpranowo Inshaa Allah menamg Pak Ganjar,kushermawan15
Tue Feb 13 23:10:09 +0000 2024,Hari Ini Ganjar akan Mencoblos di TPS Semarang Mahfud Md di Yogyakarta https://t.co/SlwhRAejQL #TempoNasional,tempodotco
Tue Feb 13 23:10:08 +0000 2024,Dukung Mas Ganjar dan Pak Mahfud dengan Vot3 Lov3 karena M3reka telah membawa harapan bagi rakyat kecil. Ganjar Pranowo terbukti mensejahterakan @jenomongmonge #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/aqvl1xz16c,anayaelyysia
Tue Feb 13 23:10:08 +0000 2024,Ganjar-Mahfud solusi cerdas buat negeri tercinta. Ganjar Pranowo terbukti lebih baik @CharlesAtrox #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/m1OaC4IgkE,SriWulnn88
Tue Feb 13 23:10:07 +0000 2024,@sunshinerara711 ganjar mahfud pilihan terbaik ,suryaburki86
Tue Feb 13 23:10:04 +0000 2024,Ganjar-Mahfud harapan baru untuk negeri tercinta. Bersama Ganjar kita sejahtera @Dapw00 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/5xG9NQbtEF,gnwnrkaaarkaa
Tue Feb 13 23:09:54 +0000 2024,Waktunya bersama-sama mengukuhkan pilihan pada Ganjar-Mahfud dengan coblos nomor 3 . Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @juraganmba #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/wKgzJcaFWn,bayupraksso_
Tue Feb 13 23:09:50 +0000 2024,@ganjarpranowo Mantap.. Pokoknya tetap setia untuk dukung Pak Ganjar-Mahfud sampai menang.. Metal.. ,nur779017
Tue Feb 13 23:09:46 +0000 2024,Kita adalah agen perubahan dengan Vot3 Love untuk Ganjar - Mahfud . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @_153centimeter #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/l321Y0nC6I,dedydikeyy
Tue Feb 13 23:08:51 +0000 2024,Ganjar-Mahfud tandem yang menyatukan seluruh Indonesia. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @Chochuo_ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/6LPZajXTF4,YudiRahman41
Tue Feb 13 23:08:51 +0000 2024,Jangan sampai ketinggalan suarakan Vot3 Lov3 untuk Mas Ganjar dan Pak Mahfud di Pilr3s 2024. Ganjar Pranowo hanya yang terbaik untuk rakyat @jihankh22 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/GAqVpUYUAS,astridzaabela
Tue Feb 13 23:08:50 +0000 2024,Ganjar-Mahfud berkomitmen untuk memperkuat demokrasi kita. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @deanabdzn #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/GpQ0TueENZ,IndahTriianaa
Tue Feb 13 23:08:44 +0000 2024,Ganjar-Mahfud bukan hanya impian tapi harapan nyata bagi bangsa . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @invisible_mann_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/4vioq7GwTz,frrialfrz
Tue Feb 13 23:08:35 +0000 2024,TPN Ganjar-Mahfud Beberkan Cara Pencegahan Kecurangan di Pemilu https://t.co/L07aLE6Eqz,GesuriID
Tue Feb 13 23:08:34 +0000 2024,TPN Ganjar-Mahfud Ingatkan Capres-cawapres Tak Buru-buru Deklarasikan Kemenangan https://t.co/elPdJuVsAb,GesuriID
Tue Feb 13 23:08:33 +0000 2024,TPN Ganjar-Mahfud Pertanyakan Keputusan Presiden Menaikkan Tukin Pegawai Bawaslu https://t.co/tvaG2HZKfw,GesuriID
Tue Feb 13 23:08:23 +0000 2024,Ayuh jadikan Ganjar - Mahfud sebagai pilihanmu dengan memberikan Vot3 Love . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @0butterflystar #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/LQICaCpfen,IrmaYantyii
Tue Feb 13 23:08:14 +0000 2024,@anggi_ell26290 naha fotona seakan akan si ganjar teh gusti allah,dsftrx
Tue Feb 13 23:08:11 +0000 2024,GANJAR ~ MAHFUD FOR NKRI ! https://t.co/K7BAGw0E94,BangSurya72
Tue Feb 13 23:08:05 +0000 2024,Mohon izin Bapak Ibu. Saya Ganjar Pranowo dg kerendahan hati mengajak dtg ke TPS u/ menggunakan hak pilih. Tdk masalah siapa pun yg Anda pilih. Saya yakin apapun pilihan Anda adl sebaik2nya manfaat u/ Bangsa. Terimakasih. Selamat berlibur sehat selalu salam u/ keluarga🇮🇩🇮🇩🇮🇩 https://t.co/2OLyOYaWtI,tramendum
Tue Feb 13 23:07:41 +0000 2024,@AbdulRachimmks Anis surpai rendah...dana minim.pendukung meledak. Prabowo.surpai tinggi.uang banyak.dukungan .ada.ganjar.uang cukup dukungan cikup,AzisrahmatR
Tue Feb 13 23:07:35 +0000 2024,Anies from Hybe Muhaimin from YG Prabowo from ATTRAKT Gibran Individual Trainee Ganjar from SM Mahfud fro JYP,chikatiejk
Tue Feb 13 23:07:34 +0000 2024,Indonesia butuh mereka sekarang. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @ciiiiicaa #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/vh4a6ainux,NurRahm8
Tue Feb 13 23:07:34 +0000 2024,Yuk tunjukkan bahwa kita mendukung Ganjar-Mahfud dengan coblos nomor 3 di surat suara . Ganjar Pranowo terbukti mensejahterakan @ismaulnizam_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/4jCknbhGDM,rendirhdnn
Tue Feb 13 23:07:24 +0000 2024,@kumparan Sudah teguh pilihan ku tertuju pada AMIN yang layak jadi Pemimpin kalau kalah Baru pilih Ganjar https://t.co/VXRHjqOh9r,Indah_ha950
Tue Feb 13 23:05:45 +0000 2024,bismillah nyoblos pa Ganjar ,calelundamn
Tue Feb 13 23:05:43 +0000 2024,@EviDrajat @mohmahfudmd Amiinnn. Di luar negeri pendukung ganjar anies gk ada yg bisa nyoblos https://t.co/1ZfwKIAnLh,rehan30878491
Tue Feb 13 23:05:25 +0000 2024,@hansssolo capres yang merakyat emang pak Ganjar paling keren Ganjar Mahfud Hebat #Coblos3 https://t.co/3gixvO01a9,Klosed13
Tue Feb 13 23:05:22 +0000 2024,bah kon anis prabowo atau ganjar. gak bakalan tak pilih tapi lek perkoro serangan fajar bedo urusan masio tetep aku gak bakal milih wkwkwk,agusdaffa24
